93 1 93
1 1 0.551260
2 1 0.379638
3 1 0.856803
4 1 -0.001561
5 1 0.984070
6 1 0.937960
7 1 0.689279
8 1 0.046308
9 1 1.025994
10 1 0.957196
11 1 0.434842
12 1 0.277983
13 1 -0.202351
14 1 -0.103665
15 1 0.434150
16 1 0.557373
17 1 -0.286000
18 1 0.381662
19 1 0.495116
20 1 -0.039092
21 1 1.150098
22 1 0.324302
23 1 1.066955
24 1 -0.131414
25 1 1.206315
26 1 1.228011
27 1 0.111148
28 1 0.230846
29 1 0.117651
30 1 0.142640
31 1 0.107310
32 1 -0.217283
33 1 0.423550
34 1 0.596305
35 1 0.344997
36 1 0.656921
37 1 1.211975
38 1 0.641387
39 1 0.391807
40 1 0.075213
41 1 0.406096
42 1 0.852479
43 1 0.747174
44 1 0.576645
45 1 -0.547078
46 1 1.004946
47 1 0.491503
48 1 1.062809
49 1 0.510059
50 1 -0.551931
51 1 0.639982
52 1 0.792642
53 1 -0.592342
54 1 -0.133936
55 1 -0.736401
56 1 1.181783
57 1 -0.760440
58 1 -0.239311
59 1 0.200407
60 1 0.515665
61 1 0.132376
62 1 0.409061
63 1 1.033037
64 1 -1.001158
65 1 -0.256250
66 1 0.004984
67 1 -0.145791
68 1 0.100472
69 1 0.745040
70 1 0.070834
71 1 1.078485
72 1 -0.352496
73 1 0.180774
74 1 -0.968078
75 1 -0.524662
76 1 0.003612
77 1 1.356550
78 1 0.023111
79 1 0.760132
80 1 -0.552218
81 1 1.775352
82 1 -0.025274
83 1 -0.032991
84 1 1.494966
85 1 0.050642
86 1 2.178636
87 1 1.603248
88 1 1.631842
89 1 1.525769
90 1 1.015045
91 1 -0.260140
92 1 0.207898
93 1 -2.346597
