93 93 1420
1 1 1.000000
2 1 0.060022
13 1 0.073311
17 1 0.030011
32 1 0.036656
2 2 1.000000
12 2 0.077705
13 2 -0.008545
17 2 0.028312
24 2 0.038853
32 2 -0.004272
3 3 1.000000
4 3 0.093459
14 3 0.076101
18 3 0.038050
28 3 0.038050
4 4 1.000000
7 4 0.075329
14 4 -0.005733
18 4 0.034798
20 4 0.037664
28 4 -0.002866
5 5 1.000000
6 5 0.060022
15 5 0.073311
19 5 0.030011
30 5 0.036656
6 6 1.000000
10 6 0.077705
15 6 -0.008545
19 6 0.028312
22 6 0.038853
30 6 -0.004272
7 7 1.000000
14 7 0.077180
18 7 -0.003275
20 7 0.034775
26 7 0.038320
28 7 0.000270
8 8 1.000000
9 8 0.061879
16 8 0.113369
21 8 0.030940
31 8 0.030940
9 9 1.000000
11 9 0.120414
16 9 -0.013651
21 9 0.029137
23 9 0.032862
31 9 -0.003726
10 10 1.000000
15 10 0.119542
19 10 -0.002752
22 10 0.035794
27 10 0.032398
30 10 0.000415
11 11 1.000000
16 11 0.115071
21 11 -0.001816
23 11 0.029123
29 11 0.031172
31 11 0.000232
12 12 1.000000
13 12 0.119542
17 12 -0.002752
24 12 0.035794
25 12 0.032398
32 12 0.000415
13 13 1.000000
17 13 -0.002458
24 13 -0.002015
25 13 0.028938
32 13 0.034358
14 14 1.000000
18 14 -0.003041
20 14 -0.003041
26 14 0.035575
28 14 0.035575
15 15 1.000000
19 15 -0.002458
22 15 -0.002015
27 15 0.028938
30 15 0.034358
16 16 1.000000
21 16 -0.001629
23 16 -0.001629
29 16 0.027955
31 16 0.027955
17 17 1.000000
18 17 0.072739
24 17 -0.002353
25 17 0.089256
32 17 -0.004310
49 17 0.036370
63 17 0.044422
18 18 1.000000
20 18 -0.003789
24 18 0.000335
25 18 -0.012698
26 18 0.095364
28 18 -0.003086
32 18 0.000613
49 18 0.033651
63 18 -0.006320
64 18 0.047420
19 19 1.000000
20 19 0.114181
22 19 -0.002462
27 19 0.093405
30 19 -0.004511
50 19 0.046487
62 19 0.046487
20 20 1.000000
22 20 0.000225
24 20 0.000001
25 20 -0.000046
26 20 -0.002624
27 20 -0.008532
28 20 0.091832
30 20 0.000412
32 20 0.000002
49 20 0.000123
50 20 0.041424
62 20 -0.004246
